Component,File,Input,Classification,Type,Line,Maps to DB,Snippet
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,82,No,"if (!result.length) return c.json({ error: ""Invalid or expired token"" }, 400);"
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,89,No,// Invalidate ALL outstanding reset tokens for this user (not just the one we consumed).
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,91,No,await rawSql`UPDATE password_reset_tokens SET used_at = NOW()
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,94,No,// Invalidate all sessions and terminal sessions (password changed = full logout)
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,110,No,// Rate limit: max 3 active tokens
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,112,No,SELECT count(*) as c FROM email_verification_tokens
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,116,No,"const token = crypto.randomBytes(32).toString(""hex"");"
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,117,No,const tokenId = nanoid();
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,121,No,"id: tokenId, userId: user.id, email: dbUser.email, tokenHash: hashToken(token), expiresAt,"
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,124,No,const verifyUrl = `${APP_URL}/verify-email?token=${token}`;
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,134,No,const { token } = await c.req.json().catch(() => ({} as any));
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,135,No,"if (!token) return c.json({ error: ""Missing token"" }, 400);"
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,137,No,const tokenHash = hashToken(token);
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,140,No,UPDATE email_verification_tokens SET used_at = NOW()
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,141,No,WHERE token_hash = ${tokenHash} AND expires_at > NOW() AND used_at IS NULL
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,144,No,"if (!result.length) return c.json({ error: ""Invalid or expired token"" }, 400);"
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,161,No,// List active sessions
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,162,No,"app.get(""/sessions"", requireAuth(), async (c) => {"
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,164,No,"const currentSessionId = getCookie(c, lucia.sessionCookieName);"
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,167,No,"id: sessions.id,"
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,168,No,"expiresAt: sessions.expiresAt,"
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,169,No,"}).from(sessions).where(eq(sessions.userId, user.id)).orderBy(desc(sessions.expiresAt));"
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,172,No,sessions: userSessions.map(s => ({
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,180,No,// Revoke a specific session
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,181,No,"app.post(""/sessions/:id/revoke"", requireAuth(), async (c) => {"
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,183,No,"const sessionId = c.req.param(""id"");"
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,184,No,"const currentSessionId = getCookie(c, lucia.sessionCookieName);"
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,186,No,if (sessionId === currentSessionId) {
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,187,No,"return c.json({ error: ""Cannot revoke current session. Use logout instead."" }, 400);"
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,190,No,// Verify session belongs to this user
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,191,No,const [session] = await db.select().from(sessions)
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,192,No,".where(and(eq(sessions.id, sessionId!), eq(sessions.userId, user.id))).limit(1);"
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,193,No,"if (!session) return c.json({ error: ""Session not found"" }, 404);"
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,195,No,await lucia.invalidateSession(sessionId!);
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,199,No,// Revoke all other sessions (browser + terminal)
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,200,No,"app.post(""/sessions/revoke-all"", requireAuth(), async (c) => {"
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,202,No,"const currentSessionId = getCookie(c, lucia.sessionCookieName);"
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,204,No,// Revoke all browser sessions except current
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,205,No,const userSessions = await db.select({ id: sessions.id }).from(sessions)
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,206,No,".where(eq(sessions.userId, user.id));"
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,213,No,// Also revoke all terminal sessions + burn exchange codes.
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,215,No,"await revokeAllTerminalSessionsForUser(user.id, ""revoke_all_sessions"");"
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,306,No,// 3. Invalidate all sessions
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,309,No,// 3. Revoke terminal sessions
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,312,No,// 4. Delete OAuth tokens + revoke API keys
src/routes,ember/devbox/src/routes/admin.ts,session,Sensitive,Auth Token,11,No,const app = new Hono<{ Variables: { user: any; session: any; requestId: string } }>();
src/routes,ember/devbox/src/routes/admin.ts,session,Sensitive,Auth Token,89,No,"// ── Ban: revoke sessions, destroy machines, invalidate app sessions ──"
src/routes,ember/devbox/src/routes/admin.ts,session,Sensitive,Auth Token,99,No,// Unified terminal session revocation
src/routes,ember/devbox/src/routes/ai.ts,token,Sensitive,Auth Token,7,No,// Auth: Ember API key (Bearer token).
src/routes,ember/devbox/src/routes/ai.ts,OPENROUTER_API_KEY,Sensitive,Env Variable (Node),24,No,"const OPENROUTER_KEY = process.env.OPENROUTER_API_KEY || """";"
src/routes,ember/devbox/src/routes/ai.ts,AI_MARKUP_PERCENT,Config,Env Variable (Node),26,No,"const MARKUP_PERCENT = parseFloat(process.env.AI_MARKUP_PERCENT || ""0.20"");"
src/routes,ember/devbox/src/routes/ai.ts,AI_MONTHLY_CAP_USD,Config,Env Variable (Node),43,No,"const MONTHLY_CAP_USD = parseFloat(process.env.AI_MONTHLY_CAP_USD || ""50"");"
src/routes,ember/devbox/src/routes/ai.ts,Authorization,Sensitive,Auth Token,54,No,"""Authorization"": `Bearer ${OPENROUTER_KEY}`,"
src/routes,ember/devbox/src/routes/ai.ts,token,Sensitive,Auth Token,122,No,"rawSql`INSERT INTO ai_usage (id, user_id, model, input_tokens, output_tokens,"
src/routes,ember/devbox/src/routes/ai.ts,token,Sensitive,Auth Token,125,No,"${lastUsage.prompt_tokens || 0}, ${lastUsage.completion_tokens || 0},"
src/routes,ember/devbox/src/routes/ai.ts,token,Sensitive,Auth Token,140,No,"await rawSql`INSERT INTO ai_usage (id, user_id, model, input_tokens, output_tokens,"
src/routes,ember/devbox/src/routes/ai.ts,token,Sensitive,Auth Token,142,No,"VALUES (${nanoid()}, ${userId}, ${model || 'unknown'}, ${usage.prompt_tokens || 0},"
src/routes,ember/devbox/src/routes/ai.ts,token,Sensitive,Auth Token,143,No,"${usage.completion_tokens || 0}, ${costUSD}, ${markupUSD}, NOW())`.catch((e) => console.error(""[ai] metering failed:"", e"
src/routes,ember/devbox/src/routes/ai.ts,token,Sensitive,Auth Token,148,No,// GET /v1/ai/usage - get token usage summary for billing
src/routes,ember/devbox/src/routes/ai.ts,token,Sensitive,Auth Token,157,No,"COALESCE(SUM(input_tokens), 0)::int as input_tokens,"
src/routes,ember/devbox/src/routes/ai.ts,token,Sensitive,Auth Token,158,No,"COALESCE(SUM(output_tokens), 0)::int as output_tokens,"
src/routes,ember/devbox/src/routes/ai.ts,token,Sensitive,Auth Token,166,No,"input_tokens: totals?.input_tokens || 0,"
src/routes,ember/devbox/src/routes/ai.ts,token,Sensitive,Auth Token,167,No,"output_tokens: totals?.output_tokens || 0,"
src/routes,ember/devbox/src/routes/api-keys.ts,session,Sensitive,Auth Token,2,No,// Mounted under /api/account (browser-session auth).
src/routes,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,15,No,const app = new Hono<{ Variables: { user: any; session: any; requestId: string } }>();
src/routes,ember/devbox/src/routes/auth.ts,NODE_ENV,Config,Env Variable (Node),16,No,"const isProd = process.env.NODE_ENV === ""production"";"
src/routes,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,45,No,"const session = await lucia.createSession(userId, {});"
src/routes,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,46,No,const cookie = lucia.createSessionCookie(session.id);
src/routes,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,71,No,"const session = await lucia.createSession(user.id, {});"
src/routes,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,72,No,const cookie = lucia.createSessionCookie(session.id);
src/routes,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,80,No,"const sessionId = getCookie(c, lucia.sessionCookieName);"
src/routes,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,81,No,if (sessionId) {
src/routes,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,82,No,const { user } = await lucia.validateSession(sessionId);
src/routes,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,84,No,// Unified terminal session revocation
src/routes,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,93,No,await lucia.invalidateSession(sessionId);
src/routes,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,102,No,"const sessionId = getCookie(c, lucia.sessionCookieName);"
src/routes,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,103,No,if (!sessionId) return c.json({ user: null });
src/routes,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,104,No,"const { user, session } = await lucia.validateSession(sessionId);"
src/routes,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,107,No,await lucia.invalidateSession(session!.id);
src/routes,ember/devbox/src/routes/auth.ts,Authorization,Sensitive,Auth Token,119,No,"const url = github.createAuthorizationURL(state, [""user:email""]);"
src/routes,ember/devbox/src/routes/auth.ts,token,Sensitive,Auth Token,132,No,const tokens = await github.validateAuthorizationCode(code);
src/routes,ember/devbox/src/routes/auth.ts,Authorization,Sensitive,Auth Token,132,No,const tokens = await github.validateAuthorizationCode(code);
src/routes,ember/devbox/src/routes/auth.ts,token,Sensitive,Auth Token,133,No,const accessToken = tokens.accessToken();
src/routes,ember/devbox/src/routes/auth.ts,Authorization,Sensitive,Auth Token,136,No,"headers: { Authorization: `Bearer ${accessToken}` },"
src/routes,ember/devbox/src/routes/auth.ts,Authorization,Sensitive,Auth Token,142,No,"headers: { Authorization: `Bearer ${accessToken}` },"
src/routes,ember/devbox/src/routes/auth.ts,token,Sensitive,Auth Token,164,No,"// via /api/github/connect, we'd downgrade their token."
src/routes,ember/devbox/src/routes/auth.ts,token,Sensitive,Auth Token,165,No,// Only update if they don't have a token at all.
src/routes,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,215,No,"const session = await lucia.createSession(userId, {});"
src/routes,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,216,No,const cookie = lucia.createSessionCookie(session.id);
src/routes,ember/devbox/src/routes/auth.ts,Authorization,Sensitive,Auth Token,230,No,"const url = google.createAuthorizationURL(state, codeVerifier, [""openid"", ""email"", ""profile""]);"
src/routes,ember/devbox/src/routes/auth.ts,token,Sensitive,Auth Token,245,No,"const tokens = await google.validateAuthorizationCode(code, codeVerifier);"
src/routes,ember/devbox/src/routes/auth.ts,Authorization,Sensitive,Auth Token,245,No,"const tokens = await google.validateAuthorizationCode(code, codeVerifier);"
src/routes,ember/devbox/src/routes/auth.ts,token,Sensitive,Auth Token,246,No,const accessToken = tokens.accessToken();
src/routes,ember/devbox/src/routes/auth.ts,Authorization,Sensitive,Auth Token,249,No,"headers: { Authorization: `Bearer ${accessToken}` },"
src/routes,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,290,No,"const session = await lucia.createSession(userId, {});"
src/routes,ember/devbox/src/routes/auth.ts,session,Sensitive,Auth Token,291,No,const cookie = lucia.createSessionCookie(session.id);
src/routes,ember/devbox/src/routes/billing.ts,STRIPE_SECRET_KEY,Sensitive,Env Variable (Node),14,No,const stripe = new Stripe(process.env.STRIPE_SECRET_KEY!);
src/routes,ember/devbox/src/routes/billing.ts,STRIPE_PRICE_4X,Config,Env Variable (Node),17,No,"""performance-4x"": { stripePriceId: process.env.STRIPE_PRICE_4X!, cents: 9600 },"
src/routes,ember/devbox/src/routes/billing.ts,STRIPE_PRICE_8X,Config,Env Variable (Node),18,No,"""performance-8x"": { stripePriceId: process.env.STRIPE_PRICE_8X!, cents: 17400 },"
src/routes,ember/devbox/src/routes/billing.ts,STRIPE_PRICE_16X,Config,Env Variable (Node),19,No,"""performance-16x"": { stripePriceId: process.env.STRIPE_PRICE_16X!, cents: 34800 },"
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,36,No,const app = new Hono<{ Variables: { user: any; session: any; requestId: string } }>();
src/routes,ember/devbox/src/routes/billing.ts,APP_URL,Config,Env Variable (Node),148,No,"const APP_URL = process.env.APP_URL || ""http://localhost:3000"";"
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,149,No,const session = await stripe.billingPortal.sessions.create({
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,152,No,"return c.json({ url: session.url, reason: ""fix_payment"", intentId: intent.id });"
src/routes,ember/devbox/src/routes/billing.ts,APP_URL,Config,Env Variable (Node),157,No,"const APP_URL = process.env.APP_URL || ""http://localhost:3000"";"
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,158,No,const session = await stripe.billingPortal.sessions.create({
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,161,No,"return c.json({ url: session.url, reason: ""manage_subscriptions"", intentId: intent.id });"
src/routes,ember/devbox/src/routes/billing.ts,APP_URL,Config,Env Variable (Node),212,No,"const APP_URL = process.env.APP_URL || ""http://localhost:3000"";"
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,213,No,const session = await stripe.checkout.sessions.create({
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,223,No,".set({ type: ""checkout"", stripeSessionId: session.id })"
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,226,No,"return c.json({ url: session.url, intentId: intent.id });"
src/routes,ember/devbox/src/routes/billing.ts,APP_URL,Config,Env Variable (Node),234,No,"const APP_URL = process.env.APP_URL || ""http://localhost:3000"";"
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,235,No,const session = await stripe.billingPortal.sessions.create({
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,238,No,return c.json({ url: session.url });
src/routes,ember/devbox/src/routes/billing.ts,stripe-signature,Volatile,Auth Token,391,No,"const sig = c.req.header(""stripe-signature"");"
src/routes,ember/devbox/src/routes/billing.ts,STRIPE_WEBHOOK_SECRET,Sensitive,Env Variable (Node),396,No,"event = stripe.webhooks.constructEvent(body, sig!, process.env.STRIPE_WEBHOOK_SECRET!);"
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,407,No,"case ""checkout.session.completed"": {"
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,408,No,const session = event.data.object as Stripe.Checkout.Session;
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,411,No,"if (session.metadata?.payment_type === ""credit_purchase"") {"
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,413,No,"if (session.payment_status !== ""paid"") break;"
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,414,No,const userId = session.metadata.user_id;
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,415,No,"const creditsCents = parseInt(session.metadata.credits_cents, 10);"
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,434,No,"${JSON.stringify({ stripe_session_id: session.id, stripe_event_id: event.id, package_id: session.metadata?.package_id })"
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,440,No,const userId = session.metadata?.userId;
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,441,No,const intentId = session.metadata?.intentId;
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,442,No,if (!userId || !session.subscription) break;
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,445,No,"const localSubId = await syncSubscription(session.subscription as string, userId, undefined, event.id);"
src/routes,ember/devbox/src/routes/billing.ts,FLY_INFRA_APPS,Config,Env Variable (Node),653,No,"const INFRA_APPS = new Set((process.env.FLY_INFRA_APPS || """").split("","").map(s => s.trim()).filter(Boolean));"
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,674,No,// 9. Expire old terminal sessions
src/routes,ember/devbox/src/routes/billing.ts,session,Sensitive,Auth Token,675,No,await rawSql`UPDATE terminal_sessions SET status = 'expired' WHERE status = 'active' AND expires_at < NOW()`;
src/routes,ember/devbox/src/routes/billing.ts,Authorization,Sensitive,Auth Token,721,No,"const auth = c.req.header(""Authorization"");"
src/routes,ember/devbox/src/routes/billing.ts,RECONCILE_SECRET,Sensitive,Env Variable (Node),722,No,const secret = process.env.RECONCILE_SECRET;
src/routes,ember/devbox/src/routes/billing.ts,RECONCILE_INTERVAL_SECONDS,Config,Env Variable (Node),735,No,const rawInterval = process.env.RECONCILE_INTERVAL_SECONDS
src/routes,ember/devbox/src/routes/billing.ts,NODE_ENV,Config,Env Variable (Node),736,No,"|| (process.env.NODE_ENV === ""production"" ? ""60"" : ""0"");"
src/routes,ember/devbox/src/routes/credits.ts,STRIPE_SECRET_KEY,Sensitive,Env Variable (Node),11,No,"const stripe = new Stripe(process.env.STRIPE_SECRET_KEY!, { apiVersion: ""2024-04-10"" as any });"
src/routes,ember/devbox/src/routes/credits.ts,APP_URL,Config,Env Variable (Node),45,No,"const appUrl = process.env.APP_URL || ""http://localhost:3000"";"
src/routes,ember/devbox/src/routes/credits.ts,session,Sensitive,Auth Token,47,No,const session = await stripe.checkout.sessions.create({
src/routes,ember/devbox/src/routes/credits.ts,session,Sensitive,Auth Token,64,No,"success_url: `${appUrl}/credits?purchase=success&session_id={CHECKOUT_SESSION_ID}`,"
src/routes,ember/devbox/src/routes/credits.ts,session,Sensitive,Auth Token,68,No,return c.json({ checkoutUrl: session.url });
src/routes,ember/devbox/src/routes/github.ts,session,Sensitive,Auth Token,16,No,const app = new Hono<{ Variables: { user: any; session: any; requestId: string } }>();
src/routes,ember/devbox/src/routes/github.ts,NODE_ENV,Config,Env Variable (Node),17,No,"const isProd = process.env.NODE_ENV === ""production"";"
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,31,No,"console.error(`[github] failed to decrypt token for user ${userId}:`, e.message);"
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,39,No,const token = await getGithubToken(user.id);
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,40,No,"if (!token) return c.json({ connected: false, hasRepoAccess: false });"
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,42,No,// Check if the token has repo scope by trying to list repos
src/routes,ember/devbox/src/routes/github.ts,Authorization,Sensitive,Auth Token,44,No,"headers: { Authorization: `Bearer ${token}` },"
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,44,No,"headers: { Authorization: `Bearer ${token}` },"
src/routes,ember/devbox/src/routes/github.ts,Authorization,Sensitive,Auth Token,58,No,"const url = githubConnect.createAuthorizationURL(state, [""user:email"", ""read:org"", ""repo""]);"
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,71,No,const tokens = await githubConnect.validateAuthorizationCode(code);
src/routes,ember/devbox/src/routes/github.ts,Authorization,Sensitive,Auth Token,71,No,const tokens = await githubConnect.validateAuthorizationCode(code);
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,72,No,const accessToken = tokens.accessToken();
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,75,No,// Always get the GitHub identity for this token
src/routes,ember/devbox/src/routes/github.ts,Authorization,Sensitive,Auth Token,77,No,"headers: { Authorization: `Bearer ${accessToken}` },"
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,99,No,// Update both providerId (in case they switched GitHub accounts) and token
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,122,No,const token = await getGithubToken(user.id);
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,123,No,"if (!token) return c.json({ error: ""Connect GitHub first"", needsConnect: true, repos: [] });"
src/routes,ember/devbox/src/routes/github.ts,Authorization,Sensitive,Auth Token,126,No,"headers: { Authorization: `Bearer ${token}`, Accept: ""application/vnd.github+json"" },"
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,126,No,"headers: { Authorization: `Bearer ${token}`, Accept: ""application/vnd.github+json"" },"
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,147,No,const token = await getGithubToken(user.id);
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,148,No,"if (!token) return c.json({ error: ""Connect GitHub first"", orgs: [] });"
src/routes,ember/devbox/src/routes/github.ts,Authorization,Sensitive,Auth Token,151,No,"headers: { Authorization: `Bearer ${token}`, Accept: ""application/vnd.github+json"" },"
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,151,No,"headers: { Authorization: `Bearer ${token}`, Accept: ""application/vnd.github+json"" },"
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,161,No,const token = await getGithubToken(user.id);
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,162,No,"if (!token) return c.json({ error: ""Connect GitHub first"" }, 400);"
src/routes,ember/devbox/src/routes/github.ts,Authorization,Sensitive,Auth Token,166,No,"headers: { Authorization: `Bearer ${token}`, Accept: ""application/vnd.github+json"" },"
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,166,No,"headers: { Authorization: `Bearer ${token}`, Accept: ""application/vnd.github+json"" },"
src/routes,ember/devbox/src/routes/github.ts,GITHUB_APP_SLUG,Config,Env Variable (Node),182,No,const appSlug = process.env.GITHUB_APP_SLUG;
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,197,No,const token = await getGithubToken(user.id);
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,198,No,"if (!token) return c.json({ repos: [], method: ""no_github_account"" });"
src/routes,ember/devbox/src/routes/github.ts,Authorization,Sensitive,Auth Token,203,No,"headers: { Authorization: `Bearer ${token}`, Accept: ""application/vnd.github+json"" },"
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,203,No,"headers: { Authorization: `Bearer ${token}`, Accept: ""application/vnd.github+json"" },"
src/routes,ember/devbox/src/routes/github.ts,GITHUB_APP_SLUG,Config,Env Variable (Node),215,No,"return c.json({ repos: [], method: ""no_installation"", installUrl: process.env.GITHUB_APP_SLUG"
src/routes,ember/devbox/src/routes/github.ts,GITHUB_APP_SLUG,Config,Env Variable (Node),216,No,? `https://github.com/apps/${process.env.GITHUB_APP_SLUG}/installations/new`
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,237,No,const token = await getGithubToken(user.id);
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,238,No,"if (!token) return c.json({ configured: true, installed: false, needsOAuth: true });"
src/routes,ember/devbox/src/routes/github.ts,Authorization,Sensitive,Auth Token,243,No,"headers: { Authorization: `Bearer ${token}`, Accept: ""application/vnd.github+json"" },"
src/routes,ember/devbox/src/routes/github.ts,token,Sensitive,Auth Token,243,No,"headers: { Authorization: `Bearer ${token}`, Accept: ""application/vnd.github+json"" },"
src/routes,ember/devbox/src/routes/github.ts,GITHUB_APP_SLUG,Config,Env Variable (Node),257,No,installUrl: !installationId && process.env.GITHUB_APP_SLUG
src/routes,ember/devbox/src/routes/github.ts,GITHUB_APP_SLUG,Config,Env Variable (Node),258,No,? `https://github.com/apps/${process.env.GITHUB_APP_SLUG}/installations/new`
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,15,No,const app = new Hono<{ Variables: { user: any; session: any; requestId: string } }>();
src/routes,ember/devbox/src/routes/machines.ts,API_URL,Config,Env Variable (Node),16,No,"const API_URL = process.env.API_URL || process.env.APP_URL || ""http://localhost:3000"";"
src/routes,ember/devbox/src/routes/machines.ts,APP_URL,Config,Env Variable (Node),16,No,"const API_URL = process.env.API_URL || process.env.APP_URL || ""http://localhost:3000"";"
src/routes,ember/devbox/src/routes/machines.ts,INTERNAL_API_URL,Config,Env Variable (Node),18,No,const INTERNAL_API_URL = process.env.INTERNAL_API_URL || API_URL;
src/routes,ember/devbox/src/routes/machines.ts,CANONICAL_IMAGE_DIGEST,Config,Env Variable (Node),65,No,const imageDigest = process.env.CANONICAL_IMAGE_DIGEST!;
src/routes,ember/devbox/src/routes/machines.ts,token,Sensitive,Auth Token,67,No,"// GitHub clone token: prefer GitHub App (short-lived, repo-scoped), fall back to OAuth"
src/routes,ember/devbox/src/routes/machines.ts,Authorization,Sensitive,Auth Token,83,No,"headers: { Authorization: `Bearer ${decrypted}` },"
src/routes,ember/devbox/src/routes/machines.ts,token,Sensitive,Auth Token,100,No,gitToken = cloneResult.token;
src/routes,ember/devbox/src/routes/machines.ts,token,Sensitive,Auth Token,104,No,"} catch (e) { console.error(""[create] git token resolution failed:"", e); }"
src/routes,ember/devbox/src/routes/machines.ts,token,Sensitive,Auth Token,125,No,"fly_region, size, state, git_repo, machine_token, hostname_status, created_at, updated_at)"
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,258,No,// Revoke terminal sessions on stop
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,270,No,// Revoke sessions first
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,272,No,"await fly.revokeTerminalSessions(machine.flyAppName, machine.machineToken).catch((e) => console.error(""[delete] revoke t"
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,293,No,"// TERMINAL AUTH: POST-based exchange, session tracking"
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,296,No,// Dashboard requests a terminal session (returns exchange code)
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,325,No,// Create terminal session record
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,326,No,const sessionId = nanoid();
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,327,No,const sessionExpiresAt = new Date(Date.now() + 86400_000); // 24h
src/routes,ember/devbox/src/routes/machines.ts,session,Sensitive,Auth Token,329,No,"id: sessionId, machineId: machine.id, userId: user.id,"
